id_usuario,nombres,apellidos,tipo_documento,numero_documento,correo,telefono,celular,estado_usuario,id_rol,id_detalle_residente,propietario,apartamento,torre,residente_activo,id_reserva,hora_inicio,hora_fin,estado_reserva,fecha_uso,observacion_reserva,forma_pago,valor_pago,placa,tipo_vehiculo,vehiculo_activo,documentos_vehiculo,id_parqueadero,numero_parqueadero,comunal,estado_parqueadero,id_sorteo,tipo_residente_propietario,fecha_inicio_sorteo,hora_sorteo,estado_sorteo,id_correspondencia,tipo_correspondencia,descripcion_correspondencia,fecha_registro,id_paquete,torre_paquete,apartamento_paquete,descripcion_paquete,fecha_recepcion,fecha_entrega,id_novedad,descripcion_novedad,fecha_novedad,observacion_extra1,observacion_extra2
101,Juan,Ramírez,Pasaporte,5883385,juan.ramírez@mail.com,3770955942,3152522472,Activo,1,101,False,398,6,True,101,22:00:34,00:00:34,Aprobada,2025-12-15,Observación ejemplo,Transferencia,119045.1,GHI709,Carro,False,False,101,46,True,True,101,False,2025-12-01,22:00:34,True,101,Recibo,Descripción ejemplo,2025-11-06 22:00:34.052967,101,11,257,Paquete ejemplo,2025-11-18 22:00:34.052970,2025-11-20 22:00:34.052970,101,Novedad ejemplo,2025-11-18 22:00:34.052977,Obs extra 1,Obs extra 2
102,Sofía,López,Pasaporte,3626150,sofía.lópez@mail.com,3116288390,3527124174,Inactivo,3,102,True,414,5,False,102,22:00:34,00:00:34,Rechazada,2025-11-24,Observación ejemplo,Efectivo,443017.21,XYZ574,Moto,False,False,102,12,True,False,102,True,2025-12-15,22:00:34,True,102,Recibo,Descripción ejemplo,2025-11-01 22:00:34.053038,102,13,338,Paquete ejemplo,2025-11-12 22:00:34.053042,2025-11-17 22:00:34.053042,102,Novedad ejemplo,2025-11-09 22:00:34.053048,Obs extra 1,Obs extra 2
103,María,Gómez,Pasaporte,2022727,maría.gómez@mail.com,3556576311,3880308907,Activo,3,103,True,214,3,False,103,22:00:34,00:00:34,Aprobada,2025-12-18,Observación ejemplo,Transferencia,96923.51,ABC324,Moto,False,True,103,86,False,False,103,False,2025-12-03,22:00:34,False,103,Recibo,Descripción ejemplo,2025-11-19 22:00:34.053108,103,19,411,Paquete ejemplo,2025-11-16 22:00:34.053112,2025-11-21 22:00:34.053112,103,Novedad ejemplo,2025-11-16 22:00:34.053118,Obs extra 1,Obs extra 2
104,Laura,López,Pasaporte,6584338,laura.lópez@mail.com,3570781850,3221635215,Inactivo,2,104,False,366,8,True,104,22:00:34,00:00:34,Rechazada,2025-11-21,Observación ejemplo,Transferencia,228428.27,XYZ378,Carro,True,False,104,21,True,False,104,False,2026-01-07,22:00:34,True,104,Recibo,Descripción ejemplo,2025-10-25 22:00:34.053178,104,11,244,Paquete ejemplo,2025-11-14 22:00:34.053182,2025-11-18 22:00:34.053182,104,Novedad ejemplo,2025-11-19 22:00:34.053188,Obs extra 1,Obs extra 2
105,Ana,Vargas,CC,8898899,ana.vargas@mail.com,3566982535,3477135242,Inactivo,3,105,False,174,8,False,105,22:00:34,00:00:34,Rechazada,2025-11-27,Observación ejemplo,Transferencia,406402.35,XYZ757,Moto,True,False,105,86,False,True,105,True,2025-12-31,22:00:34,False,105,Recibo,Descripción ejemplo,2025-11-09 22:00:34.053247,105,20,118,Paquete ejemplo,2025-11-19 22:00:34.053251,2025-11-22 22:00:34.053251,105,Novedad ejemplo,2025-11-17 22:00:34.053257,Obs extra 1,Obs extra 2
106,Valentina,Vargas,CE,6529487,valentina.vargas@mail.com,3977761008,3760078220,Activo,3,106,True,268,10,True,106,22:00:34,00:00:34,Aprobada,2025-12-07,Observación ejemplo,Transferencia,66644.91,XYZ265,Carro,False,False,106,3,False,True,106,,2025-12-29,22:00:34,False,106,Recibo,Descripción ejemplo,2025-10-25 22:00:34.053313,106,6,460,Paquete ejemplo,2025-11-18 22:00:34.053317,2025-11-22 22:00:34.053317,106,Novedad ejemplo,2025-11-14 22:00:34.053323,Obs extra 1,Obs extra 2
107,Pedro,Pérez,Pasaporte,5332948,pedro.pérez@mail.com,3436149745,3928823352,Inactivo,2,107,True,406,20,True,107,22:00:34,00:00:34,Rechazada,2025-11-24,Observación ejemplo,Efectivo,343015.49,DEF371,Carro,False,True,107,13,False,True,107,,2026-01-03,22:00:34,True,107,Recibo,Descripción ejemplo,2025-11-08 22:00:34.053390,107,19,348,Paquete ejemplo,2025-11-16 22:00:34.053394,2025-11-21 22:00:34.053394,107,Novedad ejemplo,2025-11-09 22:00:34.053401,Obs extra 1,Obs extra 2
108,Carlos,Ramírez,Pasaporte,9554561,carlos.ramírez@mail.com,3102276996,3156480685,Activo,3,108,False,372,12,False,108,22:00:34,00:00:34,Rechazada,2025-12-10,Observación ejemplo,Efectivo,232327.69,ABC557,Carro,False,False,108,95,False,False,108,,2026-01-04,22:00:34,True,108,Recibo,Descripción ejemplo,2025-11-07 22:00:34.053460,108,19,446,Paquete ejemplo,2025-11-12 22:00:34.053464,2025-11-14 22:00:34.053464,108,Novedad ejemplo,2025-11-07 22:00:34.053470,Obs extra 1,Obs extra 2
109,Valentina,Hernández,CC,9559842,valentina.hernández@mail.com,3606406727,3605583861,Activo,2,109,True,368,6,True,109,22:00:34,00:00:34,Aprobada,2025-12-02,Observación ejemplo,Transferencia,231230.42,XYZ467,Moto,False,False,109,30,False,True,109,True,2025-12-21,22:00:34,False,109,Recibo,Descripción ejemplo,2025-11-11 22:00:34.053534,109,1,413,Paquete ejemplo,2025-11-18 22:00:34.053537,2025-11-22 22:00:34.053537,109,Novedad ejemplo,2025-11-15 22:00:34.053543,Obs extra 1,Obs extra 2
110,Pedro,Vargas,TI,4269762,pedro.vargas@mail.com,3515405121,3911353916,Inactivo,2,110,True,429,12,False,110,22:00:34,00:00:34,En espera,2025-11-27,Observación ejemplo,Efectivo,454514.19,ABC252,Carro,True,True,110,15,True,True,110,False,2025-12-13,22:00:34,True,110,Recibo,Descripción ejemplo,2025-11-08 22:00:34.053608,110,13,500,Paquete ejemplo,2025-11-19 22:00:34.053611,2025-11-22 22:00:34.053611,110,Novedad ejemplo,2025-11-13 22:00:34.053618,Obs extra 1,Obs extra 2
111,Sofía,Martínez,CE,9327064,sofía.martínez@mail.com,3705528802,3250152173,Inactivo,3,111,False,252,17,True,111,22:00:34,00:00:34,Rechazada,2025-11-21,Observación ejemplo,Efectivo,247668.19,DEF131,Moto,True,False,111,70,False,False,111,True,2025-11-28,22:00:34,False,111,Recibo,Descripción ejemplo,2025-11-11 22:00:34.053687,111,15,271,Paquete ejemplo,2025-11-15 22:00:34.053691,2025-11-17 22:00:34.053691,111,Novedad ejemplo,2025-11-14 22:00:34.053698,Obs extra 1,Obs extra 2
112,Laura,Vargas,Pasaporte,3620092,laura.vargas@mail.com,3135136057,3523460741,Inactivo,3,112,True,384,12,True,112,22:00:34,00:00:34,Aprobada,2025-12-11,Observación ejemplo,Transferencia,400343.68,GHI641,Carro,False,False,112,64,True,True,112,False,2026-01-02,22:00:34,False,112,Recibo,Descripción ejemplo,2025-11-18 22:00:34.053760,112,11,362,Paquete ejemplo,2025-11-18 22:00:34.053764,2025-11-22 22:00:34.053764,112,Novedad ejemplo,2025-11-13 22:00:34.053770,Obs extra 1,Obs extra 2
113,María,Torres,CE,7345368,maría.torres@mail.com,3987834629,3543755476,Activo,2,113,False,178,16,False,113,22:00:34,00:00:34,Rechazada,2025-11-21,Observación ejemplo,Transferencia,106165.69,GHI191,Moto,True,True,113,5,False,False,113,,2026-01-07,22:00:34,True,113,Recibo,Descripción ejemplo,2025-11-16 22:00:34.053831,113,1,162,Paquete ejemplo,2025-11-12 22:00:34.053835,2025-11-17 22:00:34.053835,113,Novedad ejemplo,2025-11-06 22:00:34.053840,Obs extra 1,Obs extra 2
114,Juan,Hernández,CE,4005353,juan.hernández@mail.com,3466522365,3267010834,Inactivo,2,114,True,288,1,False,114,22:00:34,00:00:34,Aprobada,2025-11-21,Observación ejemplo,Efectivo,255572.6,ABC218,Moto,True,False,114,81,False,False,114,False,2026-01-13,22:00:34,True,114,Recibo,Descripción ejemplo,2025-10-28 22:00:34.053898,114,12,427,Paquete ejemplo,2025-11-16 22:00:34.053902,2025-11-21 22:00:34.053902,114,Novedad ejemplo,2025-11-12 22:00:34.053908,Obs extra 1,Obs extra 2
115,Juan,Hernández,TI,2181880,juan.hernández@mail.com,3538573601,3405986445,Inactivo,2,115,True,379,7,True,115,22:00:34,00:00:34,En espera,2025-12-01,Observación ejemplo,Transferencia,343917.18,ABC411,Moto,False,False,115,12,False,True,115,,2026-01-11,22:00:34,True,115,Recibo,Descripción ejemplo,2025-10-27 22:00:34.053966,115,12,428,Paquete ejemplo,2025-11-12 22:00:34.053969,2025-11-17 22:00:34.053969,115,Novedad ejemplo,2025-11-11 22:00:34.053975,Obs extra 1,Obs extra 2
116,Carlos,Pérez,TI,8938618,carlos.pérez@mail.com,3103897928,3743632802,Activo,2,116,False,103,2,True,116,22:00:34,00:00:34,En espera,2025-11-22,Observación ejemplo,Efectivo,58274.12,XYZ591,Carro,True,False,116,16,False,True,116,False,2025-12-04,22:00:34,False,116,Recibo,Descripción ejemplo,2025-11-14 22:00:34.054034,116,1,309,Paquete ejemplo,2025-11-15 22:00:34.054037,2025-11-19 22:00:34.054037,116,Novedad ejemplo,2025-11-14 22:00:34.054043,Obs extra 1,Obs extra 2
117,Laura,Ramírez,CC,2534373,laura.ramírez@mail.com,3721839409,3794399494,Activo,3,117,False,492,11,True,117,22:00:34,00:00:34,Rechazada,2025-12-19,Observación ejemplo,Transferencia,484459.01,GHI297,Moto,False,True,117,28,True,False,117,,2025-12-13,22:00:34,True,117,Recibo,Descripción ejemplo,2025-10-29 22:00:34.054100,117,5,501,Paquete ejemplo,2025-11-11 22:00:34.054104,2025-11-12 22:00:34.054104,117,Novedad ejemplo,2025-11-14 22:00:34.054112,Obs extra 1,Obs extra 2
118,Carlos,Rodríguez,CE,5379507,carlos.rodríguez@mail.com,3465180554,3640115297,Activo,2,118,True,426,13,False,118,22:00:34,00:00:34,Rechazada,2025-12-07,Observación ejemplo,Efectivo,448437.27,DEF922,Carro,False,True,118,40,True,True,118,False,2025-11-24,22:00:34,True,118,Recibo,Descripción ejemplo,2025-11-07 22:00:34.054171,118,13,385,Paquete ejemplo,2025-11-18 22:00:34.054174,2025-11-22 22:00:34.054174,118,Novedad ejemplo,2025-11-18 22:00:34.054181,Obs extra 1,Obs extra 2
119,Valentina,Pérez,CC,7716925,valentina.pérez@mail.com,3113163595,3253347669,Activo,2,119,True,485,18,False,119,22:00:34,00:00:34,Rechazada,2025-12-15,Observación ejemplo,Efectivo,427104.45,ABC300,Moto,False,True,119,3,True,True,119,,2025-12-23,22:00:34,False,119,Recibo,Descripción ejemplo,2025-11-12 22:00:34.054240,119,15,282,Paquete ejemplo,2025-11-17 22:00:34.054243,2025-11-21 22:00:34.054243,119,Novedad ejemplo,2025-11-11 22:00:34.054249,Obs extra 1,Obs extra 2
120,Sofía,Hernández,Pasaporte,6274972,sofía.hernández@mail.com,3668514027,3508213666,Activo,2,120,False,315,5,True,120,22:00:34,00:00:34,En espera,2025-12-03,Observación ejemplo,Efectivo,330904.4,ABC718,Carro,True,True,120,92,True,True,120,False,2026-01-03,22:00:34,True,120,Recibo,Descripción ejemplo,2025-10-29 22:00:34.054307,120,9,333,Paquete ejemplo,2025-11-17 22:00:34.054311,2025-11-19 22:00:34.054311,120,Novedad ejemplo,2025-11-14 22:00:34.054317,Obs extra 1,Obs extra 2
121,Juan,Rodríguez,CE,1110537,juan.rodríguez@mail.com,3995449951,3945744336,Activo,3,121,False,350,8,False,121,22:00:34,00:00:34,Rechazada,2025-12-11,Observación ejemplo,Efectivo,431858.96,GHI806,Moto,False,False,121,37,False,True,121,True,2025-12-09,22:00:34,True,121,Recibo,Descripción ejemplo,2025-11-19 22:00:34.054378,121,7,107,Paquete ejemplo,2025-11-12 22:00:34.054382,2025-11-14 22:00:34.054382,121,Novedad ejemplo,2025-11-17 22:00:34.054389,Obs extra 1,Obs extra 2
122,Laura,Ramírez,CE,5649456,laura.ramírez@mail.com,3593176396,3186073480,Inactivo,2,122,False,271,5,True,122,22:00:34,00:00:34,Rechazada,2025-12-01,Observación ejemplo,Efectivo,375110.09,GHI975,Moto,False,False,122,77,False,True,122,,2025-12-02,22:00:34,True,122,Recibo,Descripción ejemplo,2025-11-17 22:00:34.054448,122,9,125,Paquete ejemplo,2025-11-12 22:00:34.054451,2025-11-16 22:00:34.054451,122,Novedad ejemplo,2025-11-16 22:00:34.054457,Obs extra 1,Obs extra 2
123,Valentina,Pérez,TI,4919968,valentina.pérez@mail.com,3506024461,3758430157,Activo,2,123,False,464,8,True,123,22:00:34,00:00:34,Rechazada,2025-12-20,Observación ejemplo,Efectivo,420076.77,XYZ896,Carro,True,False,123,31,False,False,123,True,2026-01-08,22:00:34,True,123,Recibo,Descripción ejemplo,2025-11-13 22:00:34.054516,123,9,340,Paquete ejemplo,2025-11-18 22:00:34.054520,2025-11-23 22:00:34.054520,123,Novedad ejemplo,2025-11-08 22:00:34.054526,Obs extra 1,Obs extra 2
124,Diego,Hernández,TI,6842653,diego.hernández@mail.com,3515185828,3978108720,Activo,3,124,False,191,5,True,124,22:00:34,00:00:34,Aprobada,2025-11-21,Observación ejemplo,Transferencia,257013.94,XYZ897,Carro,False,True,124,94,False,False,124,False,2026-01-14,22:00:34,False,124,Recibo,Descripción ejemplo,2025-11-13 22:00:34.054590,124,4,344,Paquete ejemplo,2025-11-17 22:00:34.054593,2025-11-19 22:00:34.054593,124,Novedad ejemplo,2025-11-11 22:00:34.054599,Obs extra 1,Obs extra 2
125,Pedro,Martínez,Pasaporte,3642111,pedro.martínez@mail.com,3147411589,3184839591,Inactivo,1,125,True,130,15,True,125,22:00:34,00:00:34,Rechazada,2025-11-21,Observación ejemplo,Transferencia,492500.1,GHI915,Moto,True,True,125,18,False,False,125,True,2025-11-23,22:00:34,False,125,Recibo,Descripción ejemplo,2025-11-12 22:00:34.054688,125,20,293,Paquete ejemplo,2025-11-16 22:00:34.054692,2025-11-17 22:00:34.054692,125,Novedad ejemplo,2025-11-07 22:00:34.054698,Obs extra 1,Obs extra 2
126,Diego,Martínez,TI,5743718,diego.martínez@mail.com,3559669711,3562392338,Inactivo,1,126,True,217,16,True,126,22:00:34,00:00:34,Rechazada,2025-12-10,Observación ejemplo,Efectivo,414703.82,DEF810,Moto,True,False,126,38,True,True,126,,2025-11-30,22:00:34,True,126,Recibo,Descripción ejemplo,2025-10-25 22:00:34.054758,126,12,452,Paquete ejemplo,2025-11-17 22:00:34.054762,2025-11-21 22:00:34.054762,126,Novedad ejemplo,2025-11-14 22:00:34.054768,Obs extra 1,Obs extra 2
127,María,Vargas,Pasaporte,1345465,maría.vargas@mail.com,3712187259,3766068117,Inactivo,1,127,False,234,4,True,127,22:00:34,00:00:34,Rechazada,2025-11-25,Observación ejemplo,Efectivo,251944.63,DEF995,Carro,False,True,127,57,True,False,127,,2025-11-21,22:00:34,False,127,Recibo,Descripción ejemplo,2025-10-23 22:00:34.054826,127,19,402,Paquete ejemplo,2025-11-18 22:00:34.054829,2025-11-19 22:00:34.054829,127,Novedad ejemplo,2025-11-18 22:00:34.054835,Obs extra 1,Obs extra 2
128,Diego,Hernández,CC,8266206,diego.hernández@mail.com,3932747039,3876111448,Inactivo,3,128,True,182,5,False,128,22:00:34,00:00:34,Aprobada,2025-11-27,Observación ejemplo,Transferencia,296115.17,DEF261,Carro,False,False,128,59,True,False,128,,2025-12-09,22:00:34,False,128,Recibo,Descripción ejemplo,2025-10-23 22:00:34.054897,128,6,354,Paquete ejemplo,2025-11-13 22:00:34.054901,2025-11-17 22:00:34.054901,128,Novedad ejemplo,2025-11-20 22:00:34.054908,Obs extra 1,Obs extra 2
129,Juan,Torres,CE,6915365,juan.torres@mail.com,3791854058,3873312096,Activo,2,129,False,374,16,False,129,22:00:34,00:00:34,Aprobada,2025-12-01,Observación ejemplo,Efectivo,130470.08,ABC518,Moto,True,False,129,89,True,True,129,,2025-11-22,22:00:34,False,129,Recibo,Descripción ejemplo,2025-11-05 22:00:34.054966,129,10,152,Paquete ejemplo,2025-11-19 22:00:34.054970,2025-11-23 22:00:34.054970,129,Novedad ejemplo,2025-11-19 22:00:34.054976,Obs extra 1,Obs extra 2
130,Luis,Vargas,CC,2641694,luis.vargas@mail.com,3541372498,3220832956,Activo,1,130,False,453,13,True,130,22:00:34,00:00:34,Rechazada,2025-12-02,Observación ejemplo,Transferencia,335053.01,DEF422,Carro,True,True,130,15,False,True,130,False,2025-12-02,22:00:34,True,130,Recibo,Descripción ejemplo,2025-11-01 22:00:34.055038,130,3,160,Paquete ejemplo,2025-11-12 22:00:34.055042,2025-11-13 22:00:34.055042,130,Novedad ejemplo,2025-11-10 22:00:34.055047,Obs extra 1,Obs extra 2
131,Carlos,Torres,TI,7647777,carlos.torres@mail.com,3705513586,3692307649,Inactivo,3,131,True,178,13,False,131,22:00:34,00:00:34,Aprobada,2025-12-17,Observación ejemplo,Efectivo,69400.43,DEF448,Moto,True,True,131,15,False,True,131,,2026-01-19,22:00:34,True,131,Recibo,Descripción ejemplo,2025-11-19 22:00:34.055107,131,10,200,Paquete ejemplo,2025-11-14 22:00:34.055110,2025-11-15 22:00:34.055110,131,Novedad ejemplo,2025-11-17 22:00:34.055117,Obs extra 1,Obs extra 2
132,Ana,Torres,CE,4673239,ana.torres@mail.com,3586316154,3396023044,Inactivo,2,132,False,325,10,True,132,22:00:34,00:00:34,Rechazada,2025-11-25,Observación ejemplo,Efectivo,74442.64,XYZ667,Moto,True,False,132,47,False,False,132,,2026-01-08,22:00:34,False,132,Recibo,Descripción ejemplo,2025-11-14 22:00:34.055180,132,10,453,Paquete ejemplo,2025-11-18 22:00:34.055184,2025-11-20 22:00:34.055184,132,Novedad ejemplo,2025-11-12 22:00:34.055190,Obs extra 1,Obs extra 2
133,María,Pérez,CE,7466601,maría.pérez@mail.com,3838159662,3204568244,Activo,1,133,False,253,15,False,133,22:00:34,00:00:34,Rechazada,2025-11-24,Observación ejemplo,Efectivo,185311.98,ABC775,Carro,True,False,133,12,False,True,133,,2025-11-25,22:00:34,False,133,Recibo,Descripción ejemplo,2025-11-06 22:00:34.055247,133,9,397,Paquete ejemplo,2025-11-17 22:00:34.055253,2025-11-21 22:00:34.055253,133,Novedad ejemplo,2025-11-13 22:00:34.055260,Obs extra 1,Obs extra 2
134,Sofía,Martínez,TI,2351235,sofía.martínez@mail.com,3116313381,3930452980,Inactivo,3,134,False,143,12,True,134,22:00:34,00:00:34,Rechazada,2025-12-06,Observación ejemplo,Efectivo,330193.45,GHI160,Carro,True,False,134,12,True,False,134,True,2025-11-29,22:00:34,False,134,Recibo,Descripción ejemplo,2025-11-15 22:00:34.055319,134,1,226,Paquete ejemplo,2025-11-19 22:00:34.055323,2025-11-23 22:00:34.055323,134,Novedad ejemplo,2025-11-15 22:00:34.055329,Obs extra 1,Obs extra 2
135,Juan,Torres,TI,6053644,juan.torres@mail.com,3867974282,3185042011,Activo,1,135,False,295,16,True,135,22:00:34,00:00:34,Aprobada,2025-11-28,Observación ejemplo,Efectivo,325910.57,GHI782,Carro,False,False,135,90,False,True,135,False,2026-01-14,22:00:34,True,135,Recibo,Descripción ejemplo,2025-11-11 22:00:34.055387,135,13,377,Paquete ejemplo,2025-11-17 22:00:34.055391,2025-11-22 22:00:34.055391,135,Novedad ejemplo,2025-11-20 22:00:34.055397,Obs extra 1,Obs extra 2
136,Diego,López,Pasaporte,2297305,diego.lópez@mail.com,3458208051,3828770950,Inactivo,3,136,True,146,14,False,136,22:00:34,00:00:34,Rechazada,2025-11-29,Observación ejemplo,Efectivo,472585.22,GHI188,Moto,True,False,136,85,False,False,136,,2025-12-29,22:00:34,False,136,Recibo,Descripción ejemplo,2025-11-17 22:00:34.055468,136,13,299,Paquete ejemplo,2025-11-17 22:00:34.055472,2025-11-19 22:00:34.055472,136,Novedad ejemplo,2025-11-10 22:00:34.055478,Obs extra 1,Obs extra 2
137,Diego,Gómez,Pasaporte,5443307,diego.gómez@mail.com,3159420720,3619230108,Activo,2,137,False,344,16,False,137,22:00:34,00:00:34,En espera,2025-12-09,Observación ejemplo,Transferencia,204045.65,DEF496,Carro,False,True,137,55,False,False,137,False,2025-12-11,22:00:34,True,137,Recibo,Descripción ejemplo,2025-11-01 22:00:34.055539,137,16,248,Paquete ejemplo,2025-11-13 22:00:34.055544,2025-11-17 22:00:34.055544,137,Novedad ejemplo,2025-11-10 22:00:34.055550,Obs extra 1,Obs extra 2
138,Laura,Ramírez,CC,7772124,laura.ramírez@mail.com,3450442719,3671684865,Inactivo,2,138,True,235,10,False,138,22:00:34,00:00:34,En espera,2025-12-07,Observación ejemplo,Efectivo,158009.51,ABC632,Moto,False,True,138,11,False,False,138,True,2025-12-01,22:00:34,True,138,Recibo,Descripción ejemplo,2025-10-25 22:00:34.055607,138,12,290,Paquete ejemplo,2025-11-12 22:00:34.055611,2025-11-16 22:00:34.055611,138,Novedad ejemplo,2025-11-07 22:00:34.055616,Obs extra 1,Obs extra 2
139,Sofía,Torres,TI,2377133,sofía.torres@mail.com,3432319946,3223225098,Inactivo,1,139,False,395,7,False,139,22:00:34,00:00:34,En espera,2025-11-28,Observación ejemplo,Efectivo,79934.74,GHI167,Carro,True,True,139,49,False,True,139,False,2025-12-06,22:00:34,True,139,Recibo,Descripción ejemplo,2025-11-07 22:00:34.055757,139,8,294,Paquete ejemplo,2025-11-13 22:00:34.055761,2025-11-18 22:00:34.055761,139,Novedad ejemplo,2025-11-05 22:00:34.055767,Obs extra 1,Obs extra 2
140,Luis,Torres,CE,6878266,luis.torres@mail.com,3257097232,3302302509,Inactivo,2,140,True,139,17,False,140,22:00:34,00:00:34,Rechazada,2025-12-14,Observación ejemplo,Efectivo,460990.5,GHI146,Moto,False,False,140,73,True,True,140,False,2025-12-03,22:00:34,False,140,Recibo,Descripción ejemplo,2025-11-03 22:00:34.055837,140,13,310,Paquete ejemplo,2025-11-12 22:00:34.055841,2025-11-15 22:00:34.055841,140,Novedad ejemplo,2025-11-13 22:00:34.055848,Obs extra 1,Obs extra 2
141,Valentina,Ramírez,TI,3910535,valentina.ramírez@mail.com,3992691134,3870251022,Inactivo,2,141,False,239,20,False,141,22:00:34,00:00:34,Rechazada,2025-11-23,Observación ejemplo,Efectivo,114907.35,GHI523,Moto,False,False,141,51,True,True,141,,2025-12-05,22:00:34,True,141,Recibo,Descripción ejemplo,2025-10-22 22:00:34.055921,141,2,123,Paquete ejemplo,2025-11-10 22:00:34.055926,2025-11-15 22:00:34.055926,141,Novedad ejemplo,2025-11-18 22:00:34.055932,Obs extra 1,Obs extra 2
142,Valentina,Martínez,CE,1634556,valentina.martínez@mail.com,3680254906,3590308448,Activo,3,142,False,216,3,True,142,22:00:34,00:00:34,Aprobada,2025-11-30,Observación ejemplo,Efectivo,126713.5,GHI490,Moto,True,True,142,24,True,True,142,,2025-11-30,22:00:34,True,142,Recibo,Descripción ejemplo,2025-10-31 22:00:34.055995,142,20,463,Paquete ejemplo,2025-11-10 22:00:34.055999,2025-11-11 22:00:34.055999,142,Novedad ejemplo,2025-11-18 22:00:34.056007,Obs extra 1,Obs extra 2
143,Diego,López,CE,1501119,diego.lópez@mail.com,3155331182,3359782471,Inactivo,2,143,True,399,4,True,143,22:00:34,00:00:34,Rechazada,2025-12-01,Observación ejemplo,Efectivo,436164.76,XYZ380,Moto,False,False,143,21,False,False,143,False,2025-12-18,22:00:34,False,143,Recibo,Descripción ejemplo,2025-10-31 22:00:34.056073,143,17,187,Paquete ejemplo,2025-11-10 22:00:34.056078,2025-11-11 22:00:34.056078,143,Novedad ejemplo,2025-11-20 22:00:34.056084,Obs extra 1,Obs extra 2
144,Luis,López,CC,8649313,luis.lópez@mail.com,3972234901,3516006707,Inactivo,2,144,False,191,10,False,144,22:00:34,00:00:34,Rechazada,2025-12-08,Observación ejemplo,Transferencia,218866.24,ABC889,Carro,True,True,144,87,False,False,144,True,2025-12-22,22:00:34,True,144,Recibo,Descripción ejemplo,2025-10-21 22:00:34.056146,144,16,211,Paquete ejemplo,2025-11-16 22:00:34.056150,2025-11-21 22:00:34.056150,144,Novedad ejemplo,2025-11-19 22:00:34.056157,Obs extra 1,Obs extra 2
145,Valentina,López,CC,8252687,valentina.lópez@mail.com,3357722324,3174849871,Inactivo,1,145,False,494,20,True,145,22:00:34,00:00:34,Rechazada,2025-12-08,Observación ejemplo,Efectivo,319768.19,XYZ871,Carro,False,True,145,50,True,True,145,False,2025-11-21,22:00:34,False,145,Recibo,Descripción ejemplo,2025-11-08 22:00:34.056219,145,7,491,Paquete ejemplo,2025-11-18 22:00:34.056222,2025-11-23 22:00:34.056222,145,Novedad ejemplo,2025-11-11 22:00:34.056228,Obs extra 1,Obs extra 2
146,Diego,Torres,TI,1805012,diego.torres@mail.com,3390009443,3453340625,Inactivo,2,146,False,474,18,True,146,22:00:34,00:00:34,Rechazada,2025-11-25,Observación ejemplo,Efectivo,348915.3,DEF347,Moto,False,True,146,85,False,False,146,,2026-01-12,22:00:34,True,146,Recibo,Descripción ejemplo,2025-11-17 22:00:34.056287,146,3,218,Paquete ejemplo,2025-11-18 22:00:34.056290,2025-11-20 22:00:34.056290,146,Novedad ejemplo,2025-11-08 22:00:34.056296,Obs extra 1,Obs extra 2
147,Sofía,Martínez,CC,5831667,sofía.martínez@mail.com,3807243569,3193751390,Activo,2,147,False,201,2,True,147,22:00:34,00:00:34,En espera,2025-12-20,Observación ejemplo,Efectivo,469648.24,ABC526,Moto,False,False,147,1,False,False,147,True,2025-12-28,22:00:34,False,147,Recibo,Descripción ejemplo,2025-10-27 22:00:34.056361,147,10,116,Paquete ejemplo,2025-11-17 22:00:34.056365,2025-11-19 22:00:34.056365,147,Novedad ejemplo,2025-11-14 22:00:34.056371,Obs extra 1,Obs extra 2
148,Diego,Gómez,CE,8721137,diego.gómez@mail.com,3390077014,3459134464,Inactivo,3,148,False,263,18,True,148,22:00:34,00:00:34,Aprobada,2025-11-26,Observación ejemplo,Transferencia,191283.12,ABC986,Carro,True,True,148,76,True,True,148,,2025-12-11,22:00:34,False,148,Recibo,Descripción ejemplo,2025-10-21 22:00:34.056432,148,5,323,Paquete ejemplo,2025-11-19 22:00:34.056436,2025-11-24 22:00:34.056436,148,Novedad ejemplo,2025-11-08 22:00:34.056441,Obs extra 1,Obs extra 2
149,Carlos,Ramírez,TI,8574529,carlos.ramírez@mail.com,3786779631,3894611619,Activo,2,149,False,421,5,False,149,22:00:34,00:00:34,En espera,2025-12-03,Observación ejemplo,Efectivo,51312.45,ABC133,Moto,False,False,149,59,True,True,149,True,2026-01-10,22:00:34,True,149,Recibo,Descripción ejemplo,2025-10-21 22:00:34.056541,149,10,187,Paquete ejemplo,2025-11-13 22:00:34.056545,2025-11-18 22:00:34.056545,149,Novedad ejemplo,2025-11-19 22:00:34.056551,Obs extra 1,Obs extra 2
150,María,Vargas,CE,4203478,maría.vargas@mail.com,3784199343,3805149757,Inactivo,2,150,False,290,16,True,150,22:00:34,00:00:34,Rechazada,2025-12-07,Observación ejemplo,Efectivo,241684.92,GHI916,Moto,True,True,150,91,True,False,150,True,2026-01-15,22:00:34,False,150,Recibo,Descripción ejemplo,2025-10-23 22:00:34.056620,150,11,177,Paquete ejemplo,2025-11-13 22:00:34.056624,2025-11-15 22:00:34.056624,150,Novedad ejemplo,2025-11-06 22:00:34.056631,Obs extra 1,Obs extra 2
